"","epci","commune","numero_d_immatriculation","date_d_immatriculation","date_de_la_derniere_maj","type_de_syndic_benevole_professionnel_non_connu","identification_du_representant_legal_raison_sociale_et_le_numer","raison_sociale_du_representant_legal","siret_du_representant_legal","code_ape","commune_du_representant_legal","mandat_en_cours_dans_la_copropriete","date_de_fin_du_dernier_mandat","nom_d_usage_de_la_copropriete","adresse_de_reference","numero_et_voie_adresse_de_reference","code_postal_adresse_de_reference","commune_adresse_de_reference","adresse_complementaire_1","adresse_complementaire_2","adresse_complementaire_3","nombre_d_adresses_complementaires","long","lat","date_du_reglement_de_copropriete","residence_service","syndicat_cooperatif","syndicat_principal_ou_syndicat_secondaire","si_secondaire_n_d_immatriculation_du_principal","nombre_d_asl_auxquelles_est_rattache_le_syndicat_de_coproprieta","nombre_d_aful_auxquelles_est_rattache_le_syndicat_de_copropriet","nombre_d_unions_de_syndicats_auxquelles_est_rattache_le_syndica","nombre_total_de_lots","nombre_total_de_lots_a_usage_d_habitation_de_bureaux_ou_de_comm","nombre_de_lots_a_usage_d_habitation","nombre_de_lots_de_stationnement","periode_de_construction","reference_cadastrale_1","code_insee_commune_1","prefixe_1","section_1","numero_parcelle_1","reference_cadastrale_2","code_insee_commune_2","prefixe_2","section_2","numero_parcelle_2","reference_cadastrale_3","code_insee_commune_3","prefixe_3","section_3","numero_parcelle_3","nombre_de_parcelles_cadastrales","nom_qp_2015","code_qp_2015","nom_qp_2024","code_qp_2024","copro_dans_acv","copro_dans_pvd","code_de_pdp","copro_dans_pdp","copro_aidee","code_officiel_commune","nom_officiel_commune","code_officiel_arrondissement_commune","nom_officiel_arrondissement_commune","code_officiel_epci","nom_officiel_epci","code_officiel_departement","nom_officiel_departement","code_officiel_region","nom_officiel_region"
"191604",200057875,"93010","AC5181599","2018-05-11","2025-08-23","professionnel","SYNDIC ADMINISTRATION DE BIENS IMMOBILIERS 33930323200054","SYNDIC ADMINISTRATION DE BIENS IMMOBILIERS ","33930323200054","6832A","MONTREUIL","Mandat en cours","2026-09-30","RESIDENCE SAINTE BARBE","28 r jules guesde 93140 BONDY","28 r jules guesde",93140,"BONDY","32 r jules guesde 93140 BONDY","non connu","non connu",1,2.476796,48.903357,"1974-04-26","non","non","oui","non connu",0,0,0,71,20,15,18,"DE_1961_A_1974","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"192791",200057875,"93010","AC5369384","2018-05-15","2025-08-23","professionnel","LAMY 48753009903368","LAMY ","48753009903368","6831Z","LYON","Mandat en cours","2027-03-31","MARIE LAURENCIN          (A09) - MS12939","1 Allée Marie Laurencin 93140 Bondy","1 Allée Marie Laurencin",93140,"Bondy","non connu","non connu","non connu",0,2.488885,48.894081,"2003-12-04","non","non","oui","non connu",0,0,0,32,12,12,20,"DE_2001_A_2010","93010000AR0167","93010","000","AR","0167","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"194814",200057875,"93010","AC5659941","2018-05-24","2025-11-01","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2027-12-01","SDC 123 AVENUE CARNOT","123 Avenue Carnot 93140 Bondy","123 Avenue Carnot",93140,"Bondy","non connu","non connu","non connu",0,2.480105,48.896665,"1953-02-11","non","non","oui","",0,0,0,6,6,6,0,"DE_1949_A_1960","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"195081",200057875,"93010","AC5701685","2018-05-25","2025-12-06","professionnel","L2J - ASSOCIES 79188783900029","L2J - ASSOCIES ","79188783900029","6831Z","GAGNY","Mandat en cours","2026-12-31","SDC 7 RUE L. A. BLANQUI","7 r louis auguste blanqui 93140 BONDY","7 r louis auguste blanqui",93140,"BONDY","53 crs de la republique 93140 Bondy","non connu","non connu",1,2.479718,48.900255,"1951-09-28","non","non","oui","non connu",0,0,0,19,19,17,0,"AVANT_1949","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"197687",200057875,"93010","AC6062772","2018-06-01","2026-01-03","non connu","non connu","non connu","non connu","non connu","non connu","Mandat expiré sans successeur déclaré","2025-12-31","SDC 37-39  RUE YVONNE","39 Rue Yvonne 93140 Bondy","39 Rue Yvonne",93140,"Bondy","non connu","non connu","non connu",0,2.476833,48.899036,"1971-01-01","non","non","oui","",0,0,0,59,20,19,19,"DE_1961_A_1974","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"205257",200057875,"93010","AC7078108","2018-06-19","2025-08-23","professionnel","URBANIA VAL DE MARNE 30940817700074","URBANIA VAL DE MARNE ","30940817700074","6832A","LE PERREUX SUR MARNE","Mandat en cours","2026-12-18","Les Champs","64 r etienne dolet 93140 Bondy","64 r etienne dolet",93140,"Bondy","72 r etienne dolet 93140 Bondy","70 r etienne dolet 93140 Bondy","68 r etienne dolet 93140 Bondy",4,2.477513,48.890199,"1965-06-30","non","non","oui","non connu",0,0,0,120,40,40,40,"DE_1961_A_1974","93010000BH0140","93010","000","BH","0140","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"205435",200057875,"93010","AC7102775","2018-06-20","2025-08-23","professionnel","SOCIETE DE GERANCE RICHELIEU 60205776200034","SOCIETE DE GERANCE RICHELIEU ","60205776200034","6832A","LE RAINCY","Mandat en cours","2026-04-11","SDC 114 avenue Carnot","114 av carnot 93140 Bondy","114 av carnot",93140,"Bondy","non connu","non connu","non connu",0,2.480066,48.896935,"1963-12-28","non","non","oui","non connu",0,0,0,28,10,10,8,"DE_1961_A_1974","93010000AJ0150","93010","000","AJ","0150","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"206437",200057875,"93010","AC7223308","2018-06-19","2026-01-03","non connu","non connu","non connu","non connu","non connu","non connu","Mandat expiré sans successeur déclaré","2025-12-31","VILLA CASTELIA","25 r edouard vaillant 93140 Bondy","25 r edouard vaillant",93140,"Bondy","non connu","non connu","non connu",0,2.479666,48.896304,"2016-12-13","non","non","oui","non connu",0,0,0,24,20,20,4,"A_COMPTER_DE_2011","93010000AJ0155","93010","000","AJ","0155","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"209460",200057875,"93010","AC7624844","2018-06-29","2025-10-25","professionnel","E3L & MAJ 91857358500018","E3L & MAJ ","91857358500018","6832A","LE RAINCY","Mandat en cours","2026-09-19","SDC 73/75 AV. G.ANTH.DE GAULLE","73 av genevieve anthonioz de gaulle 93140 Bondy","73 av genevieve anthonioz de gaulle",93140,"Bondy","73 AV.GENEVIEVE ANTH. DE GAULL 93140 BONDY","75 AV.GENEVIEVE ANTH. DE GAULL 93140 BONDY","non connu",2,2.487967,48.893955,"2004-03-10","non","non","oui","non connu",1,0,0,110,61,61,0,"DE_2001_A_2010","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"212248",200057875,"93010","AC7991557","2018-07-05","2025-08-23","professionnel","SOCIETE DE GERANCE RICHELIEU 60205776200034","SOCIETE DE GERANCE RICHELIEU ","60205776200034","6832A","LE RAINCY","Mandat en cours","2026-08-26","SDC Les Horizons","16 r louis auguste blanqui 93140 Bondy","16 r louis auguste blanqui",93140,"Bondy","63 av de la republique 93140 Bondy","65 av de la republique 93140 Bondy","non connu",2,2.480292,48.900074,"1970-04-01","non","non","oui","non connu",0,0,0,123,35,33,55,"DE_1961_A_1974","93010000AJ0209","93010","000","AJ","0209","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"213923",200057875,"93010","AC8206393","2018-07-09","2025-10-11","professionnel","LAMY 48753009903368","LAMY ","48753009903368","6831Z","LYON","Mandat en cours","2027-09-30","95 RUE LOUIS AUGUSTE BLANQUI - MS12953","95 Rue Louis Auguste Blanqui 93140 Bondy","95 Rue Louis Auguste Blanqui",93140,"Bondy","non connu","non connu","non connu",0,2.482895,48.899482,"2006-11-14","non","non","oui","non connu",0,0,0,15,9,9,1,"DE_2001_A_2010","93010000AB0057","93010","000","AB","0057","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"Blanqui","QP093012","Blanqui","QN09312I","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"220158",200057875,"93010","AC9009283","2018-07-20","2025-08-23","professionnel","EVAM-GID 39072049800034","EVAM-GID ","39072049800034","6832A","AULNAY SOUS BOIS","Mandat en cours","2026-09-06","SDC LES DEMEURES DU VERGER","all des vignes, 93140 Bondy","all des vignes,",93140,"Bondy","non connu","non connu","non connu",0,2.476797,48.91698,"1989-02-08","non","non","oui","non connu",0,0,0,32,32,32,0,"DE_1975_A_1993","930100000B0270","93010","000","0B","0270","930100000B0269","93010","000","0B","0269","930100000B0268","93010","000","0B","0268",8,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"230007",200057875,"93010","AD0281188","2018-08-02","2025-10-18","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2028-05-21","SDC VILLA FLORENTINE","85 Rue Roger Salengro 93140 Bondy","85 Rue Roger Salengro",93140,"Bondy","non connu","non connu","non connu",0,2.477204,48.896126,"1998-12-23","non","non","oui","",0,0,0,29,11,9,9,"DE_1994_A_2000","93010000at0094","93010","000","at","0094","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"233898",200057875,"93010","AD0771568","2018-08-13","2025-08-24","professionnel","URBANIA VAL DE MARNE 30940817700074","URBANIA VAL DE MARNE ","30940817700074","6832A","LE PERREUX SUR MARNE","Mandat en cours","2026-06-30","SDC 156 VAILLANT","156 r edouard vaillant 93140 Bondy","156 r edouard vaillant",93140,"Bondy","28 av marie curie 93140 Bondy","non connu","non connu",1,2.49023,48.894763,"2001-07-24","non","non","oui","non connu",1,0,0,70,34,34,27,"DE_2001_A_2010","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"238981",200057875,"93010","AD1428028","2018-08-22","2025-11-08","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2027-10-02","SDC VILLA SALENGRO","63 Rue Roger Salengro 93140 Bondy","63 Rue Roger Salengro",93140,"Bondy","non connu","non connu","non connu",0,2.477546,48.897959,"2015-02-06","non","non","oui","",0,0,0,30,24,24,6,"A_COMPTER_DE_2011","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"244489",200057875,"93010","AD2160778","2018-08-30","2025-08-24","professionnel","SOGIM SARL 42936632100041","SOGIM SARL ","42936632100041","6832A","VILLEMOMBLE","Mandat en cours","2027-09-30","S009","18 av de l'est 93140 Bondy","18 av de l'est",93140,"Bondy","non connu","non connu","non connu",0,2.479788,48.891427,"1977-06-22","non","non","oui","non connu",0,0,0,17,9,9,0,"AVANT_1949","93010000BF0129","93010","000","BF","0129","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"246178",200057875,"93010","AD2393767","2018-09-04","2025-11-01","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2027-10-31","LES TERRASSES DE LA MAIRIE","83 r louis auguste blanqui 93140 Bondy","83 r louis auguste blanqui",93140,"Bondy","85 r louis auguste blanqui 93140 Bondy","non connu","non connu",1,2.485958,48.898767,"1994-09-30","non","non","oui","non connu",0,0,0,33,11,11,11,"DE_1994_A_2000","93010000AB0102","93010","000","AB","0102","93010000AB0101","93010","000","AB","0101","","non connu","non connu","non connu","non connu",2,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"248524",200057875,"93010","AD2697795","2018-12-11","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","2022-01-30","SDC 4 ALLEE CONDORCET BONDY","4 all condorcet 93140 Bondy","4 all condorcet",93140,"Bondy","imp haydn, 93140 Bondy","non connu","non connu",1,2.489674,48.894526,"2001-07-24","non","non","oui","non connu",1,0,0,42,19,19,23,"DE_2001_A_2010","93010000AR0066","93010","000","AR","0066","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"250697",200057875,"93010","AD3005907","2018-09-13","2025-08-24","bénévole","Identité non partagée en Open Data","Identité non partagée en Open Data","non connu","non connu","BONDY","Mandat en cours","2026-04-23","copropriété 10 de la Résidence Apollonia","51 av genevieve anthonioz de gaulle 93140 Bondy","51 av genevieve anthonioz de gaulle",93140,"Bondy","non connu","non connu","non connu",0,2.488695,48.893391,"2002-03-19","non","non","oui","non connu",0,0,0,21,11,11,10,"DE_2001_A_2010","93010000AR0148","93010","000","AR","0148","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"254986",200057875,"93010","AD3572021","2018-10-03","2025-12-20","non connu","non connu","non connu","non connu","non connu","non connu","Mandat expiré sans successeur déclaré","2025-12-13","Syndic Copro 19 Bondy","23 Rue Alexandra David Neel 93140 Bondy","23 Rue Alexandra David Neel",93140,"Bondy","1-13 r alexandra david neel 93140 Bondy","15-25 rue alexandra David Neel 93140 Bondy","non connu",2,2.48659,48.894261,"2005-10-25","non","non","oui","non connu",0,0,0,26,13,13,13,"DE_2001_A_2010","93010000AR0200","93010","000","AR","0200","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Non","93010","Bondy","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"261142",200057875,"93010","AD4401238","2018-10-08","2025-08-24","professionnel","LAMY 48753009903368","LAMY ","48753009903368","6831Z","LYON","Mandat en cours","2025-09-30","VILLA ENEA - MS12923","150 Rue Baudin 93140 Bondy","150 Rue Baudin",93140,"Bondy","non connu","non connu","non connu",0,2.476609,48.897776,"2000-05-25","non","non","oui","non connu",0,0,0,42,14,14,14,"DE_1994_A_2000","93010000AI0181","93010","000","AI","0181","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",1,"","","","","Non","Non","",0,"Oui","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"265852",200057875,"93010","AD5042098","2018-10-18","2025-09-27","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2026-06-04","SDC 26 RUE ROGER SALENGRO","26 Rue Roger Salengro 93140 Bondy","26 Rue Roger Salengro",93140,"Bondy","non connu","non connu","non connu",0,2.479393,48.902267,"1979-03-06","non","non","oui","",0,0,0,81,26,24,32,"DE_1975_A_1993","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"266053",200057875,"93010","AD5070040","2018-10-15","2025-11-15","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2027-12-31","SDC 35/37 COURS REPUBLIQUE","37 Cours de la République 93140 Bondy","37 Cours de la République",93140,"Bondy","37 Cours de la République 93140 Bondy","non connu","non connu",1,2.479847,48.901061,"2018-02-08","non","non","oui","",0,0,0,36,21,21,13,"A_COMPTER_DE_2011","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"271129",200057875,"93010","AD5758784","2018-10-24","2025-08-24","professionnel","ATM SARL 34863116900045","ATM SARL ","34863116900045","6832A","BONDY","Mandat en cours","2027-03-06","SDC 16 RUE YVONNE BONDY","16 Rue Yvonne 93140 Bondy","16 Rue Yvonne",93140,"Bondy","non connu","non connu","non connu",0,2.477315,48.90048,"1977-01-06","non","non","oui","",0,0,0,9,5,5,0,"DE_1975_A_1993","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"271280",200057875,"93010","AD5780887","2018-10-24","2025-08-24","non connu","non connu","non connu","non connu","non connu","non connu","Pas de mandat en cours","2023-11-16","SDC 6 RUE SERGENT BOBILLOT","6 r du sergent bobillot 93140 BONDY","6 r du sergent bobillot",93140,"BONDY","non connu","non connu","non connu",0,2.475977,48.896109,"1952-08-19","non","non","oui","",0,0,0,7,6,6,0,"DE_1949_A_1960","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
"271315",200057875,"93010","AD5785183","2018-10-25","2025-08-24","professionnel","CABINET ABD GESTION 50778433800026","CABINET ABD GESTION ","50778433800026","6832A","PARIS 19","Mandat en cours","2026-09-11","SDC LE DANTON","120 av de la republique 93140 BONDY","120 av de la republique",93140,"BONDY","non connu","non connu","non connu",0,2.477778,48.895532,"1993-05-07","non","non","oui","non connu",0,0,0,88,46,40,42,"DE_1975_A_1993","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu","","non connu","non connu","non connu","non connu",0,"","","","","Non","Non","",0,"Non","93010","BONDY","93010","Bondy",200057875,"T8 -  Est Ensemble","93","Seine-Saint-Denis","11","Ile-de-France"
